timestamp,prompt_id,model_name,content_type,tone,total_time_sec,speed_wps,optimized_score,revision_rounds,initial_score,revised_score,score_improvement
2026-01-23T01:42:46.735205+00:00,b144edf544c2,qwen/qwen3-32b,blog_article,neutral,4.1626,203.9606,52.5601,0,,,
2026-01-23T01:42:48.463391+00:00,5a5c15811dcd,llama-3.3-70b-versatile,blog_article,neutral,1.7357,282.8885,63.8905,0,,,
2026-01-23T01:42:53.308557+00:00,5a5c15811dcd,moonshotai/kimi-k2-instruct,blog_article,neutral,4.8354,108.987,61.2122,0,,,
2026-01-23T01:42:57.816483+00:00,5a5c15811dcd,qwen/qwen3-32b,blog_article,neutral,4.5062,282.7238,60.1363,0,,,
2026-01-23T01:42:59.904882+00:00,53bc73db6a08,llama-3.3-70b-versatile,blog_article,neutral,2.087,230.4732,59.5638,0,,,
2026-01-23T01:43:02.991244+00:00,53bc73db6a08,moonshotai/kimi-k2-instruct,blog_article,neutral,3.0852,143.266,62.6087,0,,,
2026-01-23T01:43:07.647503+00:00,53bc73db6a08,qwen/qwen3-32b,blog_article,neutral,4.6539,214.0128,74.0657,0,,,
2026-01-23T01:43:09.670125+00:00,c4ea6e8731e5,llama-3.3-70b-versatile,blog_article,neutral,2.0215,271.5825,62.2428,0,,,
2026-01-23T01:43:15.897218+00:00,c4ea6e8731e5,moonshotai/kimi-k2-instruct,blog_article,neutral,6.2246,137.84,62.8176,0,,,
2026-01-23T01:43:20.703833+00:00,c4ea6e8731e5,qwen/qwen3-32b,blog_article,neutral,4.8045,188.5733,61.0646,0,,,
2026-01-23T01:43:23.498352+00:00,cf67343d161e,llama-3.3-70b-versatile,blog_article,neutral,2.7938,188.991,44.2707,0,,,
2026-01-23T01:43:27.688749+00:00,cf67343d161e,moonshotai/kimi-k2-instruct,blog_article,neutral,4.1889,140.8471,55.3779,0,,,
2026-01-23T01:43:32.479982+00:00,cf67343d161e,qwen/qwen3-32b,blog_article,neutral,4.7887,202.3534,58.5687,0,,,
2026-01-23T01:43:34.667675+00:00,8496fcf99e43,llama-3.3-70b-versatile,blog_article,neutral,2.1857,252.0958,46.4334,0,,,
2026-01-23T01:43:38.363521+00:00,8496fcf99e43,moonshotai/kimi-k2-instruct,blog_article,neutral,3.694,138.6028,58.0898,0,,,
2026-01-23T01:43:44.395972+00:00,8496fcf99e43,qwen/qwen3-32b,blog_article,neutral,6.0308,240.4334,48.2288,0,,,
2026-01-23T01:43:46.445851+00:00,cad3faa17180,llama-3.3-70b-versatile,blog_article,neutral,2.0487,290.4277,58.6741,0,,,
2026-01-23T01:43:57.582996+00:00,cad3faa17180,qwen/qwen3-32b,blog_article,neutral,5.6347,229.8255,66.0265,0,,,
2026-01-23T01:44:00.199712+00:00,b5d09c0c86bd,llama-3.3-70b-versatile,blog_article,neutral,2.6112,199.5251,51.2214,0,,,
2026-01-23T01:44:05.015925+00:00,b5d09c0c86bd,moonshotai/kimi-k2-instruct,blog_article,neutral,4.8251,126.2138,49.7158,0,,,
2026-01-23T01:44:10.189310+00:00,b5d09c0c86bd,qwen/qwen3-32b,blog_article,neutral,5.1617,212.7192,49.7715,0,,,
2026-01-23T01:44:12.117022+00:00,b992651d909f,llama-3.3-70b-versatile,blog_article,neutral,1.9287,284.6499,46.7529,0,,,
2026-01-23T01:44:15.988551+00:00,b992651d909f,moonshotai/kimi-k2-instruct,blog_article,neutral,3.8708,143.1231,54.3966,0,,,
2026-01-23T01:44:22.230178+00:00,b992651d909f,qwen/qwen3-32b,blog_article,neutral,6.2392,175.0225,60.6464,0,,,
2026-01-23T01:44:24.213068+00:00,f4c07a98b6be,llama-3.3-70b-versatile,blog_article,neutral,1.9887,271.0296,59.5218,0,,,
2026-01-23T01:44:28.180212+00:00,f4c07a98b6be,moonshotai/kimi-k2-instruct,blog_article,neutral,3.9678,157.2665,65.3447,0,,,
2026-01-23T01:44:32.384431+00:00,f4c07a98b6be,qwen/qwen3-32b,blog_article,neutral,4.1931,282.1305,62.3112,0,,,
2026-01-23T01:44:34.910861+00:00,fd1582da372e,llama-3.3-70b-versatile,blog_article,neutral,2.5251,187.7144,53.4106,0,,,
2026-01-23T01:44:39.040149+00:00,fd1582da372e,moonshotai/kimi-k2-instruct,blog_article,neutral,4.1287,144.596,58.4433,0,,,
2026-01-23T01:44:44.104220+00:00,fd1582da372e,qwen/qwen3-32b,blog_article,neutral,5.0686,271.2773,51.7897,0,,,
2026-01-23T01:44:46.550930+00:00,b7a5a9aea585,llama-3.3-70b-versatile,blog_article,neutral,2.4394,202.102,45.7702,0,,,
2026-01-23T01:44:51.115212+00:00,b7a5a9aea585,moonshotai/kimi-k2-instruct,blog_article,neutral,4.5617,142.2703,51.9615,0,,,
2026-01-23T01:44:55.327709+00:00,b7a5a9aea585,qwen/qwen3-32b,blog_article,neutral,4.2103,284.3032,57.534,0,,,
2026-01-23T01:44:57.415485+00:00,f5365c089eec,llama-3.3-70b-versatile,blog_article,neutral,2.0867,259.7442,61.2843,0,,,
2026-01-23T01:45:02.427515+00:00,f5365c089eec,moonshotai/kimi-k2-instruct,blog_article,neutral,5.0108,137.7034,61.1984,0,,,
2026-01-23T01:45:10.823955+00:00,f5365c089eec,qwen/qwen3-32b,blog_article,neutral,8.394,163.6875,61.4634,0,,,
2026-01-23T01:45:13.497901+00:00,eeacc64dbb82,llama-3.3-70b-versatile,blog_article,neutral,2.6722,205.0708,58.9544,0,,,
2026-01-23T01:45:18.813078+00:00,eeacc64dbb82,moonshotai/kimi-k2-instruct,blog_article,neutral,5.3129,163.376,62.3456,0,,,
2026-01-23T01:45:23.115461+00:00,eeacc64dbb82,qwen/qwen3-32b,blog_article,neutral,4.2998,258.3866,61.9209,0,,,
2026-01-23T01:45:25.477312+00:00,1dd5d59e93fb,llama-3.3-70b-versatile,blog_article,neutral,2.3566,219.3841,49.1856,0,,,
2026-01-23T01:45:31.754881+00:00,1dd5d59e93fb,moonshotai/kimi-k2-instruct,blog_article,neutral,6.2766,133.831,44.8064,0,,,
2026-01-23T01:45:37.002074+00:00,1dd5d59e93fb,qwen/qwen3-32b,blog_article,neutral,5.2451,181.1198,53.7821,0,,,
2026-01-23T01:45:38.698026+00:00,52b58744f02f,llama-3.3-70b-versatile,blog_article,neutral,1.6961,234.6556,43.855,0,,,
2026-01-23T01:45:44.947884+00:00,52b58744f02f,moonshotai/kimi-k2-instruct,blog_article,neutral,6.2472,105.007,53.7901,0,,,
2026-01-23T01:45:49.306551+00:00,52b58744f02f,qwen/qwen3-32b,blog_article,neutral,4.3576,192.3071,56.0583,0,,,
2026-01-23T01:52:59.978578+00:00,6062c5c88b2f,llama-3.3-70b-versatile,blog_article,neutral,3.0155,149.8938,54.8343,0,,,
2026-01-23T01:53:06.316724+00:00,6062c5c88b2f,moonshotai/kimi-k2-instruct,blog_article,neutral,6.3364,112.5243,59.6429,0,,,
2026-01-23T01:53:12.193857+00:00,6062c5c88b2f,qwen/qwen3-32b,blog_article,neutral,5.8721,193.7979,61.5466,0,,,
2026-01-23T01:53:14.316456+00:00,15bb33e1bb04,llama-3.3-70b-versatile,blog_article,neutral,2.1205,269.7499,58.004,0,,,
2026-01-23T01:53:20.099334+00:00,15bb33e1bb04,moonshotai/kimi-k2-instruct,blog_article,neutral,5.7809,148.4196,59.2348,0,,,
2026-01-23T01:53:23.591610+00:00,15bb33e1bb04,qwen/qwen3-32b,blog_article,neutral,3.4929,285.4353,56.8419,0,,,
2026-01-23T01:53:25.943336+00:00,3fb4b1cda3e3,llama-3.3-70b-versatile,blog_article,neutral,2.3491,195.8198,63.0474,0,,,
2026-01-23T01:53:29.289161+00:00,3fb4b1cda3e3,moonshotai/kimi-k2-instruct,blog_article,neutral,3.3467,154.4813,71.99,0,,,
2026-01-23T01:53:33.749332+00:00,3fb4b1cda3e3,qwen/qwen3-32b,blog_article,neutral,4.4588,182.7845,73.8729,0,,,
2026-01-23T01:53:36.699290+00:00,2c3bffe5677b,llama-3.3-70b-versatile,blog_article,neutral,2.949,192.2685,57.4786,0,,,
2026-01-23T01:53:48.575008+00:00,2c3bffe5677b,qwen/qwen3-32b,blog_article,neutral,7.7685,153.3115,61.6458,0,,,
2026-01-23T01:53:50.588902+00:00,b144edf544c2,llama-3.3-70b-versatile,blog_article,neutral,2.0182,273.0167,51.3886,0,,,
2026-01-23T01:53:55.886135+00:00,b144edf544c2,moonshotai/kimi-k2-instruct,blog_article,neutral,5.2908,149.8817,51.6557,0,,,
2026-01-23T01:54:00.888136+00:00,b144edf544c2,qwen/qwen3-32b,blog_article,neutral,5.0013,201.1461,57.0166,0,,,
2026-01-23T01:54:02.449317+00:00,5a5c15811dcd,llama-3.3-70b-versatile,blog_article,neutral,1.5588,282.9136,53.7624,0,,,
2026-01-23T01:54:06.284359+00:00,5a5c15811dcd,moonshotai/kimi-k2-instruct,blog_article,neutral,3.8304,145.6762,64.3991,0,,,
2026-01-23T01:54:14.440589+00:00,5a5c15811dcd,qwen/qwen3-32b,blog_article,neutral,8.1557,164.7935,63.6477,0,,,
2026-01-23T01:54:16.299102+00:00,53bc73db6a08,llama-3.3-70b-versatile,blog_article,neutral,1.8566,258.5321,57.9554,0,,,
2026-01-23T01:54:19.680123+00:00,53bc73db6a08,moonshotai/kimi-k2-instruct,blog_article,neutral,3.3855,130.5553,52.2664,0,,,
2026-01-23T01:54:22.768957+00:00,53bc73db6a08,qwen/qwen3-32b,blog_article,neutral,3.0862,282.5525,75.1768,0,,,
2026-01-23T01:54:25.508913+00:00,c4ea6e8731e5,llama-3.3-70b-versatile,blog_article,neutral,2.7344,234.7865,65.2139,0,,,
2026-01-23T01:54:30.349020+00:00,c4ea6e8731e5,moonshotai/kimi-k2-instruct,blog_article,neutral,4.8396,137.4072,60.6975,0,,,
2026-01-23T01:54:36.799315+00:00,c4ea6e8731e5,qwen/qwen3-32b,blog_article,neutral,6.448,228.5991,65.0602,0,,,
2026-01-23T01:54:39.340891+00:00,cf67343d161e,llama-3.3-70b-versatile,blog_article,neutral,2.5397,196.8719,45.5637,0,,,
2026-01-23T01:54:43.109303+00:00,cf67343d161e,moonshotai/kimi-k2-instruct,blog_article,neutral,3.7693,141.9376,55.289,0,,,
2026-01-23T01:54:48.293421+00:00,cf67343d161e,qwen/qwen3-32b,blog_article,neutral,5.1801,204.8222,56.5303,0,,,
2026-01-23T01:54:50.708149+00:00,8496fcf99e43,llama-3.3-70b-versatile,blog_article,neutral,2.4142,195.9281,44.3491,0,,,
2026-01-23T01:54:55.623084+00:00,8496fcf99e43,moonshotai/kimi-k2-instruct,blog_article,neutral,4.9137,155.8911,65.3914,0,,,
2026-01-23T01:54:59.724094+00:00,8496fcf99e43,qwen/qwen3-32b,blog_article,neutral,4.1028,287.1206,53.3384,0,,,
2026-01-23T01:55:02.149512+00:00,cad3faa17180,llama-3.3-70b-versatile,blog_article,neutral,2.421,219.7447,52.4567,0,,,
2026-01-23T01:55:07.249326+00:00,cad3faa17180,moonshotai/kimi-k2-instruct,blog_article,neutral,5.0985,130.2349,51.4185,0,,,
2026-01-23T01:55:13.175081+00:00,cad3faa17180,qwen/qwen3-32b,blog_article,neutral,5.9243,289.3167,66.0183,0,,,
2026-01-23T01:55:14.899393+00:00,b5d09c0c86bd,llama-3.3-70b-versatile,blog_article,neutral,1.7266,291.8971,48.4287,0,,,
2026-01-23T01:55:18.635299+00:00,b5d09c0c86bd,moonshotai/kimi-k2-instruct,blog_article,neutral,3.7313,121.9416,54.6384,0,,,
2026-01-23T01:55:23.113929+00:00,b5d09c0c86bd,qwen/qwen3-32b,blog_article,neutral,4.4771,244.3556,55.228,0,,,
2026-01-23T01:55:24.898986+00:00,b992651d909f,llama-3.3-70b-versatile,blog_article,neutral,1.7931,287.2052,47.4298,0,,,
2026-01-23T01:55:29.484119+00:00,b992651d909f,moonshotai/kimi-k2-instruct,blog_article,neutral,4.5749,147.1078,55.4225,0,,,
2026-01-23T01:55:34.563310+00:00,b992651d909f,qwen/qwen3-32b,blog_article,neutral,5.078,223.9072,57.344,0,,,
2026-01-23T01:55:37.117743+00:00,f4c07a98b6be,llama-3.3-70b-versatile,blog_article,neutral,2.5508,222.2815,58.124,0,,,
2026-01-23T01:55:41.236322+00:00,f4c07a98b6be,moonshotai/kimi-k2-instruct,blog_article,neutral,4.1145,148.7416,64.1788,0,,,
2026-01-23T01:55:46.474587+00:00,f4c07a98b6be,qwen/qwen3-32b,blog_article,neutral,5.2362,221.7262,67.2633,0,,,
2026-01-23T01:55:48.419005+00:00,fd1582da372e,llama-3.3-70b-versatile,blog_article,neutral,1.9432,291.2742,49.3886,0,,,
2026-01-23T01:55:53.935289+00:00,fd1582da372e,moonshotai/kimi-k2-instruct,blog_article,neutral,5.514,143.2718,64.6689,0,,,
2026-01-23T01:56:00.077840+00:00,fd1582da372e,qwen/qwen3-32b,blog_article,neutral,6.1397,175.5774,60.0759,0,,,
2026-01-23T01:56:02.389169+00:00,b7a5a9aea585,llama-3.3-70b-versatile,blog_article,neutral,2.3108,222.4296,50.3074,0,,,
2026-01-23T01:56:08.101347+00:00,b7a5a9aea585,moonshotai/kimi-k2-instruct,blog_article,neutral,5.7114,144.099,48.0162,0,,,
2026-01-23T01:56:13.619018+00:00,b7a5a9aea585,qwen/qwen3-32b,blog_article,neutral,5.5163,226.7836,57.3232,0,,,
2026-01-23T01:56:16.199249+00:00,f5365c089eec,llama-3.3-70b-versatile,blog_article,neutral,2.5819,179.3235,68.1679,0,,,
2026-01-23T01:56:23.361249+00:00,f5365c089eec,moonshotai/kimi-k2-instruct,blog_article,neutral,7.1574,108.8391,58.7493,0,,,
2026-01-23T01:56:27.892366+00:00,f5365c089eec,qwen/qwen3-32b,blog_article,neutral,4.5306,206.374,62.9324,0,,,
2026-01-23T01:56:30.453043+00:00,eeacc64dbb82,llama-3.3-70b-versatile,blog_article,neutral,2.5602,217.1727,63.563,0,,,
2026-01-23T01:56:35.258916+00:00,eeacc64dbb82,moonshotai/kimi-k2-instruct,blog_article,neutral,4.8033,161.5552,63.0969,0,,,
2026-01-23T01:56:41.140442+00:00,eeacc64dbb82,qwen/qwen3-32b,blog_article,neutral,5.8807,227.8624,60.573,0,,,
2026-01-23T01:56:44.080135+00:00,1dd5d59e93fb,llama-3.3-70b-versatile,blog_article,neutral,2.9443,210.5733,47.0203,0,,,
2026-01-23T01:56:51.209648+00:00,1dd5d59e93fb,moonshotai/kimi-k2-instruct,blog_article,neutral,7.1221,113.169,42.0094,0,,,
2026-01-23T01:56:56.572062+00:00,1dd5d59e93fb,qwen/qwen3-32b,blog_article,neutral,5.3609,218.8073,53.6422,0,,,
2026-01-23T01:56:58.390474+00:00,52b58744f02f,llama-3.3-70b-versatile,blog_article,neutral,1.8179,289.8925,42.6893,0,,,
2026-01-23T01:57:01.999310+00:00,52b58744f02f,moonshotai/kimi-k2-instruct,blog_article,neutral,3.6102,132.9576,51.2871,0,,,
2026-01-23T01:57:07.530187+00:00,52b58744f02f,qwen/qwen3-32b,blog_article,neutral,5.5269,124.6627,55.4276,0,,,
2026-01-25T19:15:01.574312+00:00,1d5a10ebceab,gpt,blog_article,neutral,26.1702,11.1195,80.3787,1,48.8623,80.3787,31.5164
2026-01-25T23:45:05.526050+00:00,1e706487de0b,gpt-4o,blog_article,neutral,22.0903,11.8152,75.4124,1,49.0575,75.4124,26.3549
2026-01-26T00:20:30.306285+00:00,acab84f70d53,gpt-4o,blog_article,neutral,22.7725,13.3055,73.7585,1,55.4864,73.7585,18.2721
2026-01-26T00:25:38.083712+00:00,cd27abeb61ab,gpt-4o,blog_article,neutral,22.4716,11.8372,78.0863,1,55.5765,78.0863,22.5097
2026-01-26T00:28:21.611053+00:00,8e874359585a,llama-3.3-70b-versatile,blog_article,neutral,4.7696,30.8204,84.6427,1,50.3941,84.6427,34.2486
2026-01-26T00:32:11.417029+00:00,f14d7d7d228d,gpt-4o,blog_article,neutral,23.3521,10.8342,76.062,1,52.0204,76.062,24.0416
2026-01-26T16:52:59.700653+00:00,200bc44ae547,gpt-4o,blog_article,neutral,35.2087,7.9526,81.0866,1,55.9329,81.0866,25.1538
2026-01-26T16:57:45.700704+00:00,5d15db375e20,gpt-4o,blog_article,neutral,39.7657,8.6758,79.4636,1,54.872,79.4636,24.5915
2026-01-26T17:00:35.206996+00:00,24cae6ea924c,gpt-4o,blog_article,neutral,47.4392,7.1881,80.8458,1,57.6086,80.8458,23.2372
2026-01-30T00:50:05.384054+00:00,6062c5c88b2f,gpt-4o,blog_article,neutral,33.8875,9.1479,87.067,1,52.1235,87.067,34.9435
2026-01-30T00:50:09.729641+00:00,6062c5c88b2f,llama-3.3-70b-versatile,blog_article,neutral,3.1149,39.488,80.8745,1,47.2932,80.8745,33.5814
2026-01-30T00:50:17.160227+00:00,6062c5c88b2f,moonshotai/kimi-k2-instruct,blog_article,neutral,6.1871,29.5777,86.9524,1,58.1074,86.9524,28.845
2026-01-30T00:50:24.237810+00:00,6062c5c88b2f,qwen/qwen3-32b,blog_article,neutral,5.8484,218.5213,61.975,0,,,
2026-01-30T00:50:45.879640+00:00,15bb33e1bb04,gpt-4o,blog_article,neutral,20.2666,13.2237,72.2676,1,46.3418,72.2676,25.9258
2026-01-30T00:50:50.358415+00:00,15bb33e1bb04,llama-3.3-70b-versatile,blog_article,neutral,3.2383,32.7335,80.2295,1,58.3403,80.2295,21.8892
2026-01-30T00:51:02.735196+00:00,15bb33e1bb04,moonshotai/kimi-k2-instruct,blog_article,neutral,11.1646,28.3932,81.3796,1,57.5746,81.3796,23.8049
2026-01-30T00:51:10.435939+00:00,15bb33e1bb04,qwen/qwen3-32b,blog_article,neutral,6.426,21.6308,76.1758,1,54.55,76.1758,21.6258
2026-01-30T00:51:30.366670+00:00,3fb4b1cda3e3,gpt-4o,blog_article,neutral,18.6809,32.6536,68.0969,0,,,
2026-01-30T00:51:33.337880+00:00,3fb4b1cda3e3,llama-3.3-70b-versatile,blog_article,neutral,1.7106,299.8964,65.3743,0,,,
2026-01-30T00:51:39.192686+00:00,3fb4b1cda3e3,moonshotai/kimi-k2-instruct,blog_article,neutral,4.5615,128.9055,66.9119,0,,,
2026-01-30T00:51:45.006391+00:00,3fb4b1cda3e3,qwen/qwen3-32b,blog_article,neutral,4.5796,208.7506,75.8877,0,,,
2026-01-30T00:52:00.808593+00:00,2c3bffe5677b,gpt-4o,blog_article,neutral,14.5523,45.2163,62.3948,0,,,
2026-01-30T00:52:05.547913+00:00,2c3bffe5677b,llama-3.3-70b-versatile,blog_article,neutral,3.4948,41.4901,50.6474,1,24.0712,50.6474,26.5762
2026-01-30T00:52:12.547496+00:00,2c3bffe5677b,moonshotai/kimi-k2-instruct,blog_article,neutral,5.8151,30.9539,47.9628,1,49.1126,47.9628,-1.1498
2026-01-30T00:52:21.767513+00:00,2c3bffe5677b,qwen/qwen3-32b,blog_article,neutral,7.993,23.6457,52.1795,1,54.158,52.1795,-1.9785
2026-01-30T00:52:41.354144+00:00,b144edf544c2,gpt-4o,blog_article,neutral,18.3234,14.5716,75.5697,1,46.3159,75.5697,29.2538
2026-01-30T00:52:46.316945+00:00,b144edf544c2,llama-3.3-70b-versatile,blog_article,neutral,3.7431,30.4558,73.1477,1,53.7154,73.1477,19.4323
2026-01-30T00:52:53.408701+00:00,b144edf544c2,moonshotai/kimi-k2-instruct,blog_article,neutral,5.8702,28.2784,73.6633,1,57.3161,73.6633,16.3472
2026-01-30T00:53:00.959892+00:00,b144edf544c2,qwen/qwen3-32b,blog_article,neutral,6.2948,29.3894,79.5486,1,55.8439,79.5486,23.7047
2026-01-30T00:53:15.068614+00:00,5a5c15811dcd,gpt-4o,blog_article,neutral,12.842,41.6601,61.4393,0,,,
2026-01-30T00:53:18.688573+00:00,5a5c15811dcd,llama-3.3-70b-versatile,blog_article,neutral,2.297,49.1942,86.8619,1,52.4441,86.8619,34.4178
2026-01-30T00:53:25.649631+00:00,5a5c15811dcd,moonshotai/kimi-k2-instruct,blog_article,neutral,5.7518,118.7452,60.7916,0,,,
2026-01-30T00:53:30.738249+00:00,5a5c15811dcd,qwen/qwen3-32b,blog_article,neutral,3.8496,291.4613,65.1784,0,,,
2026-01-30T00:53:48.387975+00:00,53bc73db6a08,gpt-4o,blog_article,neutral,16.4184,12.1814,81.8336,1,57.6097,81.8336,24.2239
2026-01-30T00:53:52.444552+00:00,53bc73db6a08,llama-3.3-70b-versatile,blog_article,neutral,2.8289,39.5916,88.1545,1,55.6747,88.1545,32.4797
2026-01-30T00:53:55.702082+00:00,53bc73db6a08,moonshotai/kimi-k2-instruct,blog_article,neutral,2.0523,125.7153,71.7437,0,,,
2026-01-30T00:53:59.501304+00:00,53bc73db6a08,qwen/qwen3-32b,blog_article,neutral,2.5922,299.7433,69.7603,0,,,
2026-01-30T00:54:17.036779+00:00,c4ea6e8731e5,gpt-4o,blog_article,neutral,15.8935,14.4713,82.508,1,58.5891,82.508,23.919
2026-01-30T00:54:21.101027+00:00,c4ea6e8731e5,llama-3.3-70b-versatile,blog_article,neutral,2.7366,39.4651,95.971,1,57.2052,95.971,38.7658
2026-01-30T00:54:28.769513+00:00,c4ea6e8731e5,moonshotai/kimi-k2-instruct,blog_article,neutral,6.4175,134.7886,68.4365,0,,,
2026-01-30T00:54:35.522869+00:00,c4ea6e8731e5,qwen/qwen3-32b,blog_article,neutral,5.4691,195.0955,66.8837,0,,,
2026-01-30T00:55:03.949618+00:00,cf67343d161e,gpt-4o,blog_article,neutral,27.1374,11.3496,74.8119,1,45.6926,74.8119,29.1192
2026-01-30T00:55:07.729602+00:00,cf67343d161e,llama-3.3-70b-versatile,blog_article,neutral,2.4082,49.4146,73.3592,1,49.1908,73.3592,24.1684
2026-01-30T00:55:13.846212+00:00,cf67343d161e,moonshotai/kimi-k2-instruct,blog_article,neutral,4.924,33.306,82.6806,1,46.1668,82.6806,36.5138
2026-01-30T00:55:20.816670+00:00,cf67343d161e,qwen/qwen3-32b,blog_article,neutral,5.7147,240.4334,60.0431,0,,,
